,Race,Sex,Region,State,Race Victim,Sex Victim,Race2,Race3,Race4,Victim
1683,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1684,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1685,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1686,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1687,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1688,White,Male,South,Louisiana,White,Female,White,White Female,White Female,1
1689,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1690,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1691,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
1692,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1693,Other,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1694,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1695,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1696,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1697,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1698,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1699,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1700,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1701,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1702,White,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1703,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1704,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1705,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1706,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1707,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1708,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1709,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1710,Other,Male,South,Virginia,Black,Male,Other,Other Male,Black Male,1
1711,Other,Male,South,Virginia,Black,Male,Other,Other Male,Black Male,1
1712,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1713,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1714,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1715,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1716,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1717,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1718,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1719,White,Male,West,Utah,White,Male,White,White Male,White Male,1
1720,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1721,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1722,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1723,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1724,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1725,Other,Male,Midwest,Ohio,Black,Female,Other,Other Female,Black Female,1
1726,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1727,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1728,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1729,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1730,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1731,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1732,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1733,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1734,Other,Male,South,Alabama,Black,Female,Other,Other Female,Black Female,1
1735,White,Male,West,Washington,White,Female,White,White Female,White Female,1
1736,White,Female,South,Virginia,White,Male,White,White Male,White Male,1
1737,White,Female,South,Virginia,White,Male,White,White Male,White Male,1
1738,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1739,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1740,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1741,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1742,White,Male,South,Oklahoma,Asian,Male,Other,Other Male,Asian Male,1
1743,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1744,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1745,Other,Male,West,Arizona,White,Male,White,White Male,White Male,1
1746,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1747,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1748,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1749,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1750,Other,Male,South,Alabama,Black,Female,Other,Other Female,Black Female,1
1751,Other,Male,South,Georgia,White,Female,White,White Female,White Female,1
1752,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1753,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1754,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1755,White,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1756,White,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1757,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1758,Other,Male,Midwest,Ohio,Asian,Male,Other,Other Male,Asian Male,1
1759,Other,Male,West,Arizona,White,Male,White,White Male,White Male,1
1760,Other,Male,West,Arizona,White,Male,White,White Male,White Male,1
1761,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1762,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1763,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1764,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1765,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1766,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1767,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1768,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1769,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1770,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1771,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1772,Other,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1773,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1774,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1775,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1776,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1777,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1778,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1779,White,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1780,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
1781,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1782,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1783,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1784,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1785,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1786,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1787,White,Male,South,Texas,Asian,Male,Other,Other Male,Asian Male,1
1788,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1789,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1790,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1791,White,Male,South,Delaware,White,Female,White,White Female,White Female,1
1792,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1793,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1794,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
1795,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1796,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1797,White,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1798,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
1799,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
1800,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1801,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1802,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1803,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1804,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1805,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1806,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1807,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1808,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1809,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1810,White,Male,West,Idaho,White,Female,White,White Female,White Female,1
1811,White,Male,West,Idaho,White,Female,White,White Female,White Female,1
1812,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1813,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1814,White,Male,South,Mississippi,Black,Male,Other,Other Male,Black Male,1
1815,White,Male,South,Mississippi,Black,Male,Other,Other Male,Black Male,1
1816,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1817,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1818,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1819,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1820,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1821,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1822,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1823,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1824,Other,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1825,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1826,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1827,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1828,Other,Male,South,Delaware,Black,Male,Other,Other Male,Black Male,1
1829,White,Male,West,Arizona,Latino,Male,Other,Other Male,Latino Male,1
1830,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1831,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1832,Other,Male,South,Mississippi,Black,Male,Other,Other Male,Black Male,1
1833,Other,Male,South,Mississippi,Black,Male,Other,Other Male,Black Male,1
1834,Other,Male,South,Mississippi,Black,Female,Other,Other Female,Black Female,1
1835,Other,Male,South,Mississippi,Black,Female,Other,Other Female,Black Female,1
1836,White,Male,West,Idaho,White,Female,White,White Female,White Female,1
1837,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1838,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1839,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1840,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1841,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1842,Other,Male,West,Arizona,Latino,Female,Other,Other Female,Latino Female,1
1843,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1844,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1845,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1846,White,Male,West,Arizona,Latino,Male,Other,Other Male,Latino Male,1
1847,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1848,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1849,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1850,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1851,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1852,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1853,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1854,White,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1855,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1856,White,Male,Midwest,South Dakota,White,Male,White,White Male,White Male,1
1857,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1858,White,Male,Midwest,South Dakota,White,Female,White,White Female,White Female,1
1859,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1860,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1861,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1862,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1863,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1864,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1865,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1866,Other,Male,South,Oklahoma,Latino,Male,Other,Other Male,Latino Male,1
1867,Other,Male,South,Oklahoma,Latino,Female,Other,Other Female,Latino Female,1
1868,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1869,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1870,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1871,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1872,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1873,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1874,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1875,Other,Male,South,Florida,Latino,Male,Other,Other Male,Latino Male,1
1876,Other,Male,South,Florida,Latino,Female,Other,Other Female,Latino Female,1
1877,Other,Male,South,Florida,Latino,Female,Other,Other Female,Latino Female,1
1878,Other,Male,South,Florida,Latino,Female,Other,Other Female,Latino Female,1
1879,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1880,White,Male,South,Virginia,Black,Male,Other,Other Male,Black Male,1
1881,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1882,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1883,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1884,White,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1885,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1886,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1887,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1888,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1889,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1890,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1891,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1892,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1893,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1894,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1895,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1896,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1897,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1898,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1899,Other,Female,South,Texas,White,Female,White,White Female,White Female,1
1900,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1901,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1902,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1903,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1904,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1905,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1906,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1907,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1908,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1909,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1910,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1911,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1912,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
1913,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1914,Other,Male,South,Oklahoma,Asian,Female,Other,Other Female,Asian Female,1
1915,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1916,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1917,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1918,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1919,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1920,White,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1921,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1922,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1923,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1924,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1925,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1926,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1927,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1928,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1929,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1930,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1931,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1932,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1933,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1934,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1935,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1936,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1937,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1938,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1939,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1940,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1941,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1942,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1943,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1944,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1945,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1946,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1947,White,Female,South,Texas,White,Male,White,White Male,White Male,1
1948,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1949,Other,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1950,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
1951,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1952,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1953,Other,Male,South,Florida,Black,Female,Other,Other Female,Black Female,1
1954,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1955,Other,Male,South,Texas,Asian,Female,Other,Other Female,Asian Female,1
1956,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1957,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1958,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1959,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1960,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1961,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1962,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1963,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1964,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1965,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
1966,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
1967,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
1968,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1969,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1970,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1971,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1972,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1973,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
1974,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
1975,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1976,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1977,Other,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1978,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1979,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1980,Other,Female,South,Texas,Black,Male,Other,Other Male,Black Male,1
1981,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1982,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1983,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1984,Other,Male,South,Florida,Black,Female,Other,Other Female,Black Female,1
1985,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1986,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
1987,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1988,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1989,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1990,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1991,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1992,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1993,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1994,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
1995,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1996,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1997,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1998,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1999,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
2000,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2001,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2002,Other,Male,Midwest,Missouri,Black,Male,Other,Other Male,Black Male,1
2003,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2004,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2005,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2006,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2007,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2008,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2009,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2010,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2011,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
2012,Other,Male,Midwest,Missouri,Black,Female,Other,Other Female,Black Female,1
2013,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2014,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2015,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2016,Other,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2017,White,Female,South,Georgia,White,Male,White,White Male,White Male,1
2018,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
2019,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
2020,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2021,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2022,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2023,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2024,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2025,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2026,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2027,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2028,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2029,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
2030,Other,Male,South,Georgia,Black,Male,Other,Other Male,Black Male,1
2031,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2032,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2033,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
2034,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2035,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
2036,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2037,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2038,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2039,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2040,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2041,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2042,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2043,Other,Male,South,Georgia,White,Female,White,White Female,White Female,1
2044,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2045,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2046,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
2047,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
2048,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2049,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2050,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2051,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2052,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2053,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2054,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
2055,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2056,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
2057,White,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2058,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2059,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
2060,Other,Male,South,Virginia,White,Female,White,White Female,White Female,1
2061,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2062,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
2063,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
2064,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2065,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2066,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2067,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2068,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2069,Other,Male,South,Arkansas,White,Female,White,White Female,White Female,1
2070,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
2071,Other,Male,South,Arkansas,White,Female,White,White Female,White Female,1
2072,Other,Male,South,Arkansas,White,Male,White,White Male,White Male,1
2073,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2074,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
2075,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
2076,Other,Male,South,Alabama,Black,Male,Other,Other Male,Black Male,1
2077,Other,Male,South,Alabama,Black,Female,Other,Other Female,Black Female,1
2078,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
2079,White,Male,South,Virginia,Black,Male,Other,Other Male,Black Male,1
2080,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
2081,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
2082,White,Male,South,Florida,White,Male,White,White Male,White Male,1
2083,White,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
2084,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
2085,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
2086,White,Male,South,Florida,White,Male,White,White Male,White Male,1
2087,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2088,White,Male,South,Texas,White,Male,White,White Male,White Male,1
